Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,19.070000,19.407499,18.649286,18.942142,16.288403,732292400
2012-05-21,19.089287,20.055000,19.073214,20.045713,17.237370,631106000
2012-05-22,20.341070,20.495714,19.735001,19.891787,17.105009,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.522364,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.361441,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.268381,328507200
2012-05-29,20.389286,20.500000,20.189644,20.438213,17.574873,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.786785,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.742561,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.228460,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.329811,556995600
2012-06-05,20.045357,20.231071,19.940357,20.101070,17.284966,388214400
2012-06-06,20.277500,20.494642,20.196428,20.409286,17.550003,401455600
2012-06-07,20.617500,20.618570,20.375000,20.418571,17.557983,379766800
2012-06-08,20.414286,20.735001,20.321428,20.725714,17.822104,347516400
2012-06-11,20.990000,21.017857,20.379642,20.398930,17.541092,591264800
2012-06-12,20.516430,20.593571,20.239286,20.577143,17.694344,435380400
2012-06-13,20.518572,20.660000,20.370714,20.434286,17.571495,293580000
2012-06-14,20.401428,20.482143,20.259287,20.411785,17.552151,345573200
2012-06-15,20.392857,20.522142,20.341070,20.504642,17.631996,335255200
2012-06-18,20.391430,20.996071,20.370358,20.920713,17.989786,440412000
2012-06-19,20.835714,21.071428,20.825001,20.978930,18.039845,361404400
2012-06-20,21.007500,21.044643,20.742857,20.919287,17.988552,358943200
2012-06-21,20.908571,21.007856,20.622856,20.631071,17.740715,326351200
2012-06-22,20.680000,20.792500,20.550714,20.789286,17.876766,284471600
2012-06-25,20.617857,20.707144,20.370358,20.384644,17.528812,304382400
2012-06-26,20.404642,20.517500,20.261786,20.429644,17.567507,276536400
2012-06-27,20.535713,20.597857,20.425714,20.517857,17.643358,202997200
2012-06-28,20.416786,20.500000,20.200357,20.323214,17.475990,282836400
2012-06-29,20.642857,20.857143,20.508928,20.857143,17.935118,421500800
2012-07-02,20.883215,21.195356,20.842857,21.161428,18.196777,400092000
2012-07-03,21.245714,21.428572,21.214287,21.407499,18.408373,241712800
2012-07-05,21.448570,21.940714,21.416071,21.783571,18.731758,484383200
2012-07-06,21.681786,21.730000,21.485001,21.638571,18.607063,418930400
2012-07-09,21.617857,21.924999,21.575357,21.924643,18.853064,379405600
2012-07-10,22.070356,22.138214,21.618214,21.721786,18.678629,511957600
2012-07-11,21.647142,21.702143,21.329287,21.586786,18.562546,469322000
2012-07-12,21.437143,21.552500,21.167143,21.389286,18.392706,428041600
2012-07-13,21.533930,21.685356,21.428572,21.606071,18.579126,311427200
