Date,Open,High,Low,Close,Adj Close,Volume
2016-03-28,736.7899780273438,738.989990234375,732.5,733.530029296875,733.530029296875,1301300
2016-03-29,734.5900268554688,747.25,728.760009765625,744.77001953125,744.77001953125,1903800
2016-03-30,750.0999755859375,757.8800048828125,748.739990234375,750.530029296875,750.530029296875,1782400
2016-03-31,749.25,750.8499755859375,740.9400024414062,744.9500122070312,744.9500122070312,1718800
2016-04-01,738.5999755859375,750.3400268554688,737.0,749.9099731445312,749.9099731445312,1576700
2016-04-04,750.0599975585938,752.7999877929688,742.4299926757812,745.2899780273438,745.2899780273438,1134200
2016-04-05,738.0,742.7999877929688,735.3699951171875,737.7999877929688,737.7999877929688,1132300
2016-04-06,735.77001953125,746.239990234375,735.5599975585938,745.6900024414062,745.6900024414062,1053700
2016-04-07,745.3699951171875,747.0,736.280029296875,740.280029296875,740.280029296875,1453200
2016-04-08,743.969970703125,745.4500122070312,735.5499877929688,739.1500244140625,739.1500244140625,1290800
2016-04-11,743.02001953125,745.0,736.0499877929688,736.0999755859375,736.0999755859375,1220100
2016-04-12,738.0,743.8300170898438,731.010009765625,743.0900268554688,743.0900268554688,1353000
2016-04-13,749.1599731445312,754.3800048828125,744.260986328125,751.719970703125,751.719970703125,1707100
2016-04-14,754.010009765625,757.3099975585938,752.7050170898438,753.2000122070312,753.2000122070312,1135300
2016-04-15,753.97998046875,761.0,752.6939697265625,759.0,759.0,1809300
2016-04-18,760.4600219726562,768.0499877929688,757.2999877929688,766.6099853515625,766.6099853515625,1558800
2016-04-19,769.510009765625,769.9000244140625,749.3300170898438,753.9299926757812,753.9299926757812,2030500
2016-04-20,758.0,758.1320190429688,750.010009765625,752.6699829101562,752.6699829101562,1529200
2016-04-21,755.3800048828125,760.4500122070312,749.5499877929688,759.1400146484375,759.1400146484375,3060500
2016-04-22,726.2999877929688,736.1199951171875,713.6099853515625,718.77001953125,718.77001953125,5951900
2016-04-25,716.0999755859375,723.9299926757812,715.5900268554688,723.1500244140625,723.1500244140625,1959200
2016-04-26,725.4199829101562,725.7659912109375,703.0260009765625,708.1400146484375,708.1400146484375,2744600
2016-04-27,707.2899780273438,708.97998046875,692.364990234375,705.8400268554688,705.8400268554688,3098600
2016-04-28,708.260009765625,714.1699829101562,689.5499877929688,691.02001953125,691.02001953125,2867300
2016-04-29,690.7000122070312,697.6199951171875,689.0,693.010009765625,693.010009765625,2487700
2016-05-02,697.6300048828125,700.6400146484375,691.0,698.2100219726562,698.2100219726562,1645300
2016-05-03,696.8699951171875,697.8400268554688,692.0,692.3599853515625,692.3599853515625,1543800
2016-05-04,690.489990234375,699.75,689.010009765625,695.7000122070312,695.7000122070312,1693500
2016-05-05,697.7000122070312,702.3200073242188,695.719970703125,701.4299926757812,701.4299926757812,1683500
2016-05-06,698.3800048828125,711.8599853515625,698.1069946289062,711.1199951171875,711.1199951171875,1829300
2016-05-09,712.0,718.7100219726562,710.0,712.9000244140625,712.9000244140625,1510300
2016-05-10,716.75,723.5,715.719970703125,723.1799926757812,723.1799926757812,1569600
2016-05-11,723.4099731445312,724.47998046875,712.7999877929688,715.2899780273438,715.2899780273438,1692100
2016-05-12,717.0599975585938,719.25,709.0,713.3099975585938,713.3099975585938,1360700
2016-05-13,711.9299926757812,716.6619873046875,709.260009765625,710.8300170898438,710.8300170898438,1314500
2016-05-16,709.1300048828125,718.47998046875,705.6500244140625,716.489990234375,716.489990234375,1317100
2016-05-17,715.989990234375,721.52001953125,704.1099853515625,706.22998046875,706.22998046875,2001200
2016-05-18,703.6699829101562,711.5999755859375,700.6300048828125,706.6300048828125,706.6300048828125,1766800
2016-05-19,702.3599853515625,706.0,696.7999877929688,700.3200073242188,700.3200073242188,1670200
2016-05-20,701.6199951171875,714.5800170898438,700.52001953125,709.739990234375,709.739990234375,1828400
2016-05-23,706.530029296875,711.47802734375,704.1799926757812,704.239990234375,704.239990234375,1330700
2016-05-24,706.8599853515625,720.969970703125,706.8599853515625,720.0900268554688,720.0900268554688,1929500
2016-05-25,720.760009765625,727.510009765625,719.7050170898438,725.27001953125,725.27001953125,1629200
