Date,Open,High,Low,Close,Adj Close,Volume
2016-03-28,584.4000244140625,584.75,575.5599975585938,579.8699951171875,579.8699951171875,3121500
2016-03-29,580.1500244140625,595.8499755859375,576.5,593.8599853515625,593.8599853515625,4392600
2016-03-30,596.7100219726562,603.239990234375,595.0,598.6900024414062,598.6900024414062,3890500
2016-03-31,599.280029296875,600.75,592.2100219726562,593.6400146484375,593.6400146484375,2681800
2016-04-01,590.489990234375,599.030029296875,588.2999877929688,598.5,598.5,2917400
2016-04-04,599.0,599.5,590.5499877929688,593.1900024414062,593.1900024414062,2470800
2016-04-05,590.77001953125,593.469970703125,585.25,586.1400146484375,586.1400146484375,2308900
2016-04-06,587.52001953125,602.3900146484375,587.5,602.0800170898438,602.0800170898438,2849900
2016-04-07,598.760009765625,599.5999755859375,589.0800170898438,591.4299926757812,591.4299926757812,3189000
2016-04-08,594.3200073242188,597.8599853515625,589.0,594.5999755859375,594.5999755859375,2591900
2016-04-11,596.1400146484375,604.0,594.9099731445312,595.9299926757812,595.9299926757812,2704300
2016-04-12,598.4000244140625,604.0599975585938,592.3099975585938,603.1699829101562,603.1699829101562,2641100
2016-04-13,607.6799926757812,616.8099975585938,605.2899780273438,614.8200073242188,614.8200073242188,4228300
2016-04-14,615.0700073242188,624.3800048828125,615.0700073242188,620.75,620.75,3512100
2016-04-15,621.9199829101562,626.77001953125,618.1099853515625,625.8900146484375,625.8900146484375,2887700
2016-04-18,625.3499755859375,637.6400146484375,624.9600219726562,635.3499755859375,635.3499755859375,4360900
2016-04-19,637.1400146484375,638.010009765625,620.7999877929688,627.9000244140625,627.9000244140625,4055900
2016-04-20,630.0,636.5499877929688,623.0,632.989990234375,632.989990234375,2609400
2016-04-21,631.0,637.8200073242188,628.5,631.0,631.0,2596300
2016-04-22,624.469970703125,628.25,611.5599975585938,620.5,620.5,5083900
2016-04-25,616.6099853515625,626.97998046875,616.25,626.2000122070312,626.2000122070312,2682900
2016-04-26,626.1699829101562,626.75,614.8800048828125,616.8800048828125,616.8800048828125,2521400
2016-04-27,611.7999877929688,615.9500122070312,601.280029296875,606.5700073242188,606.5700073242188,4068800
2016-04-28,615.5399780273438,626.7999877929688,599.2000122070312,602.0,602.0,7872600
2016-04-29,666.0,669.97998046875,654.0,659.5900268554688,659.5900268554688,10310700
2016-05-02,663.9199829101562,685.5,662.030029296875,683.8499755859375,683.8499755859375,6578500
2016-05-03,677.3599853515625,680.2999877929688,670.4299926757812,671.3200073242188,671.3200073242188,4923400
2016-05-04,662.5900268554688,674.0,662.1400146484375,670.9000244140625,670.9000244140625,4635500
2016-05-05,673.3099975585938,676.489990234375,656.0,659.0900268554688,659.0900268554688,4884100
2016-05-06,656.0499877929688,676.9500122070312,656.010009765625,673.9500122070312,673.9500122070312,4365300
2016-05-09,673.9500122070312,686.97998046875,671.4099731445312,679.75,679.75,3982200
2016-05-10,694.0,704.5499877929688,693.5,703.0700073242188,703.0700073242188,6105600
2016-05-11,705.7899780273438,719.0,701.6500244140625,713.22998046875,713.22998046875,7338200
2016-05-12,717.3800048828125,722.4500122070312,711.510009765625,717.9299926757812,717.9299926757812,5048200
2016-05-13,714.6400146484375,719.25,706.510009765625,709.9199829101562,709.9199829101562,4763400
2016-05-16,710.1300048828125,713.25,700.280029296875,710.6599731445312,710.6599731445312,5432900
2016-05-17,709.9000244140625,714.469970703125,693.9099731445312,695.27001953125,695.27001953125,5121400
2016-05-18,689.5599975585938,702.5399780273438,688.760009765625,697.4500122070312,697.4500122070312,4283200
2016-05-19,691.8800048828125,699.4000244140625,689.5599975585938,698.52001953125,698.52001953125,3025600
2016-05-20,701.0499877929688,707.239990234375,700.0,702.7999877929688,702.7999877929688,2916200
2016-05-23,704.25,706.0,696.4199829101562,696.75,696.75,2595100
2016-05-24,698.010009765625,707.5,698.0,704.2000122070312,704.2000122070312,3033800
2016-05-25,708.0,710.8599853515625,705.52001953125,708.3499755859375,708.3499755859375,3267700
2016-05-26,708.3300170898438,715.0,707.2899780273438,714.9099731445312,714.9099731445312,2446700
2016-05-27,715.0,716.5999755859375,711.0999755859375,712.239990234375,712.239990234375,2249200
2016-05-31,712.3300170898438,724.22998046875,711.3200073242188,722.7899780273438,722.7899780273438,3618300
2016-06-01,720.9000244140625,726.4299926757812,718.219970703125,719.4400024414062,719.4400024414062,3263100
2016-06-02,720.969970703125,728.280029296875,715.5,728.239990234375,728.239990234375,3026600
2016-06-03,726.739990234375,727.0,718.4299926757812,725.5399780273438,725.5399780273438,3367300
2016-06-06,726.5,731.5,724.4199829101562,726.72998046875,726.72998046875,2704800
2016-06-07,729.8900146484375,730.0,720.5499877929688,723.739990234375,723.739990234375,2732500
2016-06-08,726.4000244140625,729.4199829101562,721.5999755859375,726.6400146484375,726.6400146484375,2223400
2016-06-09,723.0999755859375,728.9099731445312,722.2999877929688,727.6500244140625,727.6500244140625,2170300
2016-06-10,722.3499755859375,724.97998046875,714.2100219726562,717.9099731445312,717.9099731445312,3425700
2016-06-13,714.010009765625,721.989990234375,711.1599731445312,715.239990234375,715.239990234375,3352200
2016-06-14,712.3300170898438,720.8099975585938,712.27001953125,719.2999877929688,719.2999877929688,2506900
2016-06-15,722.0,722.5599975585938,713.3499755859375,714.260009765625,714.260009765625,2709400
2016-06-16,712.0499877929688,718.0,705.2999877929688,717.510009765625,717.510009765625,3098000
2016-06-17,718.1900024414062,718.2000122070312,699.1799926757812,706.3900146484375,706.3900146484375,5897800
2016-06-20,713.5,721.3099975585938,710.8099975585938,714.010009765625,714.010009765625,3677200
2016-06-21,715.719970703125,718.4000244140625,712.719970703125,715.8200073242188,715.8200073242188,2137500
2016-06-22,716.5800170898438,717.0,707.5700073242188,710.5999755859375,710.5999755859375,2260500
2016-06-23,715.5,722.1199951171875,712.5,722.0800170898438,722.0800170898438,2825000
